Season,Team,Player Names
2004,Espanyol Barcelona,"['Carlos Kameni', 'Erwin Lemmens', 'Biel Ribas', 'Mauricio Pochettino', 'Alberto Lopo', 'Toni Soldevilla', 'Dani Jarque', 'Sergio Sánchez', 'Didier Domi', 'David García', 'Hugo Ibarra', 'Óscar Miñambres', 'Marc Bertrán', 'Frédson', 'Álex Fernández', 'Àngel Morales', 'Ito', 'Héctor Simón', 'Miki Martínez', 'Toni Velamazán', 'José Amavisca', 'Óscar Serrano', 'Iván de la Peña', 'Maxi Rodríguez', 'Martín Posse', 'Raúl Tamudo', 'Dani García', 'Jonathan Soriano', 'Ferrán Corominas']"
2004,RCD Mallorca,"['Miguel Ángel Moyá', 'Sander Westerveld', 'Alberto Cifuentes', 'Patrick Müller', 'Mark Iuliano', 'Iván Ramis', 'Sergio Ballesteros', 'Fernando Niño', 'Miguel Ángel Nadal', 'Felipe Melo', 'Xisco Campos', 'Daniel Camacho', 'Poli', 'David Cortés', 'Gonzalo de los Santos', 'Javier Farinós', 'Marcos Martín', 'Guillermo Pereyra', 'Luis García', 'Txomin Nagore', 'Marcos Vales', 'Alejandro Campano', 'Juan Arango', 'Jorge López', 'Tuni', 'Carlos Carmona', 'Bernardo Romeo', 'Andrija Delibasic', 'Yoshito Okubo', 'Fernando Correa', 'Jesús Perera', 'Víctor Casadesús']"
2004,Racing Santander,"['Dudu Aouate', 'Mauricio Nanni', 'Toño', 'Sergio López', 'Argel Fuchs', 'Alessandro Pierini', 'Juanma Delgado', 'Pablo Casar', 'José Moratón', 'Oriol Lozano', 'Frantz Bertin', 'Ayoze Díaz', 'Cristian Álvarez', 'Walid Regragui', 'Pedro López', 'Pablo Ríos', 'Gerardo Torrado', 'Mehdi Nafti', 'Diego Mateo', 'Anderson Silva', 'Sergio Matabuena', 'Antonio Tomás', 'Fernando Morán', 'Jonathan Valle', 'Líbero Parri', 'Pablo Sierra', 'Mario Regueiro', 'Yossi Benayoun', 'Fernando Marqués', 'Juan José Collantes', 'Javi Guerrero', 'David Aganzo', 'Javier Arizmendi', 'Juanjo Expósito']"
2004,FC Málaga,"['Francesc Arnau', 'Juan Calatayud', 'Iñaki Goitia', 'Javi Muñoz', 'Litos', 'Fernando Sanz', 'Alexis Ruano', 'César Navas', 'Alberto Aguilar', 'Álvaro Silva', 'Vicente Valcarce', 'Raúl Iznata', 'Gerardo', 'Miguel Ángel', 'Juanito', 'Juan Rodríguez', 'Marcelo Romero', 'Fernando Usero', 'Manu Sánchez', 'Duda', 'José Luque', 'Ivan Leko', 'Míchel', 'Perico', 'Edgar', 'Paulo Wanchope', 'Tote', 'Fernando Baiano', 'Márcio Amoroso', 'Álex Geijo', 'Paco Esteban']"
2004,CA Osasuna,"['Ricardo Sanzol', 'Juantxo Elía', 'Gonzalo Eraso', 'César Cruchaga', 'Josetxo', 'Carlos Cuéllar', 'Miguel Flaño', 'Enrique Corrales', 'Rafael Clavero', 'Juanma Ortiz', 'José Izquierdo', 'Unai Expósito', 'Sota', 'Pablo García', 'Patxi Puñal', 'Iñaki Muñoz', 'David López', 'Moha', 'Ludovic Delporte', 'Valdo', 'Savo Milosevic', 'John Aloisi', 'Iván Rosado', 'Richard Morales', 'Pierre Webó', 'Raúl García']"
2004,UD Levante,"['Pablo Cavallero', 'Juan Luis Mora', 'Ignacio Aizpurúa', 'Johan Mjällby', 'José Antonio Culebras', 'Jesule', 'Ian Harte', 'Alexis', 'Luis Rubiales', 'Nacho', 'Félix Carballo', 'Iñaki Descarga', 'Pablo Pinillos', 'Tito Blanco', 'Fabio Celestini', 'Diego Camacho', 'Alberto Rivera', 'Sandro', 'Sérvulo Muñoz', 'Ángel Cuéllar', 'Jofre Mateu', 'Juanma', 'Félix Ettien', 'Vladimir Manchev', 'Sergio García', 'Edwin Congo', 'Gustavo Reggi']"
2004,Albacete Balompié,"['Pinda', 'Ronny Gaspercic', 'Raúl Valbuena', 'Casto', 'Gaspar Gálvez', 'Santi Denia', 'Rubén González', 'Agus García', 'Gustavo Siviero', 'Martín Camaño', 'Mingo', 'Paco Peña', 'Jordi Ferrón', 'Óscar Montiel', 'Miquel Buades', 'Pablo García', 'Carlos Alfaro', 'Jaime', 'Álvaro Rubio', 'Laurent Viaud', 'Iván Díaz', 'David Sánchez', 'Albert Cano', 'Elías Molina', 'Lawal', 'Pablo Redondo', 'Iñaki Segura', 'Mark González', 'Momo', 'Manuel Gato', 'Pablo García', 'Antonio Pacheco', 'Luismi', 'Nicolás Olivera', 'Francisco Rodríguez', 'Horacio Peralta', 'Rubén Castro', 'Mikel']"
2004,FC Getafe,"['Javier Sánchez Broto', 'Sergio Sánchez', 'Sergio Aragoneses', 'Alberto Fernández', 'Raúl Albiol', 'Iván Amaya', 'Quique Medina', 'David Belenguer', 'Manuel Tena', 'Nano Rivas', 'Mariano Pernía', 'José Antonio Serrano', 'Martín Ariel Vitali', 'José Manuel Yanguas', 'David Cubillo', 'Diego Rivas', 'Gabi', 'Paco Gallardo', 'Mario Cotelo', 'Alberto Ruiz', 'Ángel Vivar Dorado', 'Rubén Pulido', 'Daniel Komé', 'Riki', 'Yordi', 'Míchel', 'Sergio Pachón', 'Gica Craioveanu', 'Jaime Asen']"
2004,CD Numancia,"['Juanma Barrero', 'Álvaro Núñez', 'Diego de Miguel', 'Jaime Molina', 'Antonio González', 'Juan Ochoa', 'Francisco Tarantino', 'Patricio Graff', 'Stéphane Pignol', 'Jesús Enrique Velasco', 'Juanpa', 'Ramón Ros', 'Pablo Sanz', 'Konstantinos Kiassos', 'César Palacios', 'Miguel Pérez', 'Juanlu', 'Juan Carlos Moreno', 'Miguel Ángel Núñez', 'Carlos Merino', 'Mario Martínez', 'Chun-soo Lee', 'Aldo Osorio', 'Julio Pineda', 'Toché', 'Miguel Ángel López', 'Luis Tevenet', 'Sergio Sestelo', 'Silvio González', 'Rafa Jordá']"
2005,FC Barcelona,"['Víctor Valdés', 'Albert Jorquera', 'Carles Puyol', 'Rafa Márquez', 'Oleguer', 'Rodri', 'Javi Martos', 'Jesús Olmo', 'Ramón Masó', 'Giovanni van Bronckhorst', 'Sylvinho', 'Carlos Peña', 'Juliano Belletti', 'Damià Abella', 'Mark van Bommel', 'Thiago Motta', 'Edmílson', 'Gabri', 'Xavi', 'Andrés Iniesta', 'Pitu', 'Jordi Gómez', 'Ludovic Sylvestre', 'Andrea Orlandi', 'Deco', 'Ronaldinho', 'Cristian Hidalgo', 'Paco Montañés', 'Lionel Messi', 'Ludovic Giuly', ""Samuel Eto'o"", 'Maxi López', 'Santiago Ezquerro', 'Henrik Larsson']"
2005,Real Madrid,"['Iker Casillas', 'Diego López', 'David Cobeño', 'Jordi Codina', 'Sergio Ramos', 'Jonathan Woodgate', 'Iván Helguera', 'Raúl Bravo', 'Francisco Pavón', 'Álvaro Mejía', 'Rubén González', 'Roberto Carlos', 'Cicinho', 'Míchel Salgado', 'Carlos Diogo', 'Álvaro Arbeloa', 'Pablo García', 'Thomas Gravesen', 'Javi García', 'Marcos Tébar', 'Guti', 'Rubén de la Red', 'Borja Valero', 'David Beckham', 'Júlio Baptista', 'Zinédine Zidane', 'José Manuel Jurado', 'Adrián Martín', 'Robinho', 'Javier Balboa', 'Antonio Cassano', 'Raúl', 'Ronaldo', 'Javier Portillo', 'Roberto Soldado', 'David Barral']"
2005,FC Valencia,"['Santiago Cañizares', 'Ludovic Butelle', 'Juan Luis Mora', 'Carlos Marchena', 'Roberto Ayala', 'Emiliano Moretti', 'Raúl Albiol', 'Marco Caneira', 'David Navarro', 'Fábio Aurélio', 'José Enrique', 'Amedeo Carboni', 'Miguel', 'Curro Torres', 'Manuel Ruz', 'Pedro López', 'David Albelda', 'Gonzalo de los Santos', 'Rubén Baraja', 'Edú Gaspar', 'Juanlu Hens', 'Pablo Aimar', 'Hugo Viana', 'Vicente', 'Mario Regueiro', 'Francisco Rufete', 'Jorge López', 'Pablo Hernández', 'Miguel Ángel Angulo', 'David Villa', 'Mista', 'Marco Di Vaio', 'Patrick Kluivert']"
2005,Atlético Madrid,"['Leo Franco', 'Iván Cuéllar', 'Roberto', 'Ismael Falcón', 'Curro Galán', 'Luis Amaranto Perea', 'Pablo Ibáñez', 'García Calvo', 'Mario Suárez', 'Pablo Sicilia', 'Antonio López', 'Juan Velasco', 'Juan Valera', 'Francisco Molinero', 'Antonio Moreno', 'Julián Vara', 'Peter Luccin', 'Gonzalo Colsa', 'José Ignacio Zahinos', 'Gabi', 'Ariel Ibagaza', 'Martin Petrov', 'Maxi Rodríguez', 'Luciano Galletti', 'Fernando Marqués', 'Fernando Torres', 'Mateja Kezman', 'Javier Arizmendi', 'Braulio Nóbrega', 'Manu del Moral', 'Rufino Segovia']"
2005,Deportivo La Coruna,"['José Francisco Molina', 'Gustavo Munúa', 'Dani Mallo', 'Jorge Andrade', 'Fabricio Coloccini', 'Juanma Delgado', 'César Martín', 'Pablo Amo', 'Chapi', 'Joan Capdevila', 'Enrique Romero', 'Manuel Pablo', 'Héctor Berenguel', 'Lionel Scaloni', 'Aldo Duscher', 'Julian de Guzmán', 'Carlos Pita', 'Sergio', 'Roberto Acuña', 'Jesús Muñoz', 'Paco Gallardo', 'Juan Carlos Valerón', 'Iago Iglesias', 'Iván Carril', 'Albert Luque', 'Momo', 'Víctor Sánchez', 'Pedro Munitis', 'Diego Tristán', 'Javier Arizmendi', 'Sebastián Taborda', 'Rubén Castro', 'Xisco', 'Senel']"
2005,FC Sevilla,"['Andrés Palop', 'Antonio Notario', 'Sergio Ramos', 'Julien Escudé', 'Javi Navarro', 'Ivica Dragutinovic', 'Pablo Alfaro', 'Aitor Ocio', 'Pablo Ruiz', 'David Prieto', 'José Crespo', 'Adriano', 'David Castedo', 'Antonio Puerta', 'Dani Alves', 'Jesús Navas', 'Manuel Blanco', 'Josep Lluís Martí', 'Antonio Vera', 'Enzo Maresca', 'Renato', 'Jordi López', 'Bruno Herrero', 'Antonio López', 'Jesuli', 'Diego Capel', 'Alejandro Alfaro', 'Fernando Sales', 'Javier Saviola', 'Luís Fabiano', 'Frédéric Kanouté', 'Ariza Makukula', 'Kepa Blanco', 'Carlitos']"
2005,Real Betis Sevilla,"['Pedro Contreras', 'Toni Doblas', 'David Relaño', 'Juanito', 'Melli', 'Alejandro Lembo', 'David Rivas', 'Arzu', 'Nano Rivas', 'Paolo Castellini', 'Luis Fernández', 'Óscar López', 'Fernando Varela', 'Isidoro', 'Miguel Ángel', 'Juanjo Cañas', 'Juande Prados', 'José Alberto Cañas', 'Marcos Assunção', 'Alberto Rivera', 'Israel Bascón', 'Juanlu', 'Capi', 'Fernando', 'Denílson', 'Joaquín', 'Xisco Muñoz', 'Edú', 'Ricardo Oliveira', 'Robert', 'Dani', 'Diego Tardelli']"
2005,FC Villarreal,"['Sebastián Viera', 'Mariano Barbosa', 'Javier López Vallejo', 'Juan Carlos', 'Gonzalo Rodríguez', 'Josemi', 'Juan Manuel Peña', 'Quique Álvarez', 'César Arzo', 'Oscar López', 'Juan Pablo Sorín', 'Rodolfo Arruabarrena', 'Carlos Alcántara', 'Jan Kromkamp', 'Javi Venta', 'Antonio Valencia', 'Alessio Tacchinardi', 'Marcos Senna', 'Josico', 'Héctor Font', 'Santi Cazorla', 'Roger García', 'Javier Calleja', 'Juan Román Riquelme', 'Javi Rubio', 'Marquitos', 'Xisco Nadal', 'Antonio Guayre', 'Diego Forlán', 'Luciano Figueroa', 'José Mari', 'Guillermo Franco']"
2005,Real Saragossa,"['César Sánchez', 'Miguel Martínez', 'Raúl Valbuena', 'Juan José Camacho', 'Gabriel Milito', 'Álvaro', 'César Jiménez', 'Capi', 'Chus Herrero', 'Agustín Aranzabal', 'Delio Toledo', 'Carlos Cuartero', 'Albert Celades', 'José María Movilla', 'Leonardo Ponzio', 'Alberto Zapater', 'Miguel Ángel Corona', 'David Generelo', 'Cani', 'Óscar González', 'Sávio', 'Ángel Lafita', 'Ewerthon', 'Diego Milito', 'Sergio García']"
2005,Espanyol Barcelona,"['Carlos Kameni', 'Biel Ribas', 'Gorka Iraizoz', 'Mauricio Pochettino', 'Alberto Lopo', 'Dani Jarque', 'Sergio Sánchez', 'Marc Torrejón', 'Miquel Robusté', 'Didier Domi', 'David García', 'Juanfran Torres', 'Pablo Zabaleta', 'Armando Sá', 'Eduardo Costa', 'Frédson', 'Moisés Hurtado', 'Àngel Morales', 'Luis García', 'Ito', 'Miki Martínez', 'Toni Velamazán', 'Albert Riera', 'Iván de la Peña', 'Jofre Mateu', 'Martín Posse', 'Raúl Tamudo', 'Walter Pandiani', 'Jonathan Soriano', 'Ferrán Corominas', 'Albert Yagüe']"
2005,Real Sociedad San Sebastián,"['Asier Riesgo', 'Alberto López', 'Jérémie Bréchet', 'Sergio Boris', 'Igor Jauregi', 'Ion Ansotegi', 'Mikel Labaka', 'Daniel Cifuentes', 'Mikel González', 'Javier Garrido', 'Xabier Castillo', 'Aitor López Rekarte', 'Jhon Viáfara', 'Mikel Aranburu', 'Gaizka Garitano', 'Mikel Alonso', 'Xabi Prieto', 'Dalibor Stevanovic', 'Gorka Larrea', 'Álvaro Novo', 'Igor Gabilondo', 'José Javier Barkero', 'Gari Uranga', 'Mark González', 'Oskitz Estefanía', 'Nihat Kahveci', 'Darko Kovacevic', 'Morten Skoubo', 'Óscar de Paula', 'Imanol Agirretxe', 'Iñigo Díaz de Cerio']"
2005,Celta Vigo,"['Esteban', 'José Manuel Pinto', 'Pablo Contreras', 'Sergio Fernández', 'Matías Lequi', 'Sebastián Méndez', 'Yago Yao', 'Diego Placente', 'José Enrique', 'Ángel López', 'Borja Oubiña', 'Roberto Sousa', 'Jorge Larena', 'Iriney', 'Everton Giovanella', 'Jonathan Aspas', 'Isaac', 'Fabián Canobbio', 'David Silva', 'Gustavo López', 'Daniël de Ridder', 'Carlos Vela', 'Antonio Núñez', 'Javi Guerrero', 'Fernando Baiano', 'Jesús Perera', 'Juan Sánchez']"
2005,Athletic Bilbao,"['Daniel Aranzubia', 'Iñaki Lafuente', 'Miguel Escalona', 'Igor Etxebarrieta', 'Eder Martínez', 'Carlos Gurpegui', 'Aitor Karanka', 'Luis Prieto', 'Ustaritz', 'Ander Murillo', 'Fernando Amorebieta', 'Francisco Tarantino', 'Jon Moya', 'Javi Casas', 'Andoni Iraola', 'Mari Lacruz', 'Felipe Guréndez', 'Unai Expósito', 'Asier Ormazábal', 'Gontzal Rodríguez', 'Pablo Orbaiz', 'Tiko', 'Endika Bordas', 'Ibon Gutiérrez', 'Pablo Paredes', 'David de Paula', 'Andoitz Galdós', 'Mikel Martins', 'Javi González', 'Aritz Solabarrieta', 'Fran Yeste', 'Julen Guerrero', 'Jonan García', 'Mikel Dañobeitia', 'Urko Arroyo', 'Joseba Etxeberria', 'Aritz Aduriz', 'Ismael Urzaiz', 'Fernando Llorente', 'Joseba Arriaga', 'David Lizoain']"
2005,RCD Mallorca,"['Miguel Ángel Moyá', 'Toni Prats', 'Alessandro Potenza', 'Eduardo Tuzzio', 'José Nunes', 'Sergio Ballesteros', 'Mark Iuliano', 'José Rodríguez', 'Fernando Navarro', 'David Cortés', 'Francisco Diego Maciel', 'Rafita', 'Angelos Basinas', 'Javier Farinós', 'Borja Fernández', 'Guillermo Pereyra', 'Bernat Alomar', 'Alejandro Campano', 'Juan Arango', 'Jonás Gutiérrez', 'Adrián Peralta', 'Leonardo Pisculichi', 'Cristiano Doni', 'Tuni', 'Yoshito Okubo', 'Lampros Choutos', 'Yordi', 'Víctor Casadesús', 'Braulio Nóbrega', 'Toni Muñoz', 'Chus Seco']"
2005,CA Osasuna,"['Ricardo', 'Juantxo Elía', 'Roberto Santamaría', 'Miguel Flaño', 'César Cruchaga', 'Josetxo', 'Carlos Cuéllar', 'Enrique Corrales', 'Rafael Clavero', 'Juanma Ortiz', 'José Izquierdo', 'Javier Flaño', 'Marcelo Sosa', 'Patxi Puñal', 'Iñaki Muñoz', 'David López', 'Moha', 'Fran Moreno', 'Ludovic Delporte', 'Valdo', 'Raúl García', 'Savo Milosevic', 'Bernardo Romeo', 'Pierre Webó', 'Gorka Brit']"
2005,FC Getafe,"['Juan Calatayud', 'Luis García', 'Alejandro Rebollo', 'Sito', 'Aníbal Matellán', 'David Belenguer', 'Rubén Pulido', 'Alberto Aguilar', 'Manuel Tena', 'Mariano Pernía', 'Nano', 'Javier Paredes', 'Cosmin Contra', 'Fabio Celestini', 'David Cubillo', 'Diego Rivas', 'Mario Cotelo', 'Ángel Vivar Dorado', 'Pablo Redondo', 'Jaime Gavilán', 'Riki', 'Jajá', 'Veljko Paunovic', 'Dani Güiza', 'Sergio Pachón', 'Gica Craioveanu']"
2005,Deportivo Alavés,"['Franco Costanzo', 'Roberto Bonano', 'Nicolas Ardouin', 'Gaspar Gálvez', 'Mauricio Pellegrino', 'Josu Sarriegi', 'Óscar Téllez', 'Poli', 'Lluís Carreras', 'Ibon Begoña', 'Edu Alonso', 'David Coromina', 'Juanito', 'Mehdi Lacen', 'Élton', 'Blagoy Georgiev', 'Santiago Carpintero', 'Martín Astudillo', 'Claude Gnakpa', 'Quique de Lucas', 'Jandro', 'Nenê', 'Antonio Pacheco', 'Wesley', 'Henri Antchouet', 'John Aloisi', 'Rodolfo Bodipo', 'Pape Thiaw', 'Rubén Navarro', 'José María Mena', 'Arthuro']"
2005,Racing Santander,"['Dudu Aouate', 'Toño', 'Trevi', 'Juanjo Valencia', 'Pablo Alfaro', 'Felipe Melo', 'Ho-jin Lee', 'José Moratón', 'Oriol Lozano', 'Ezequiel Garay', 'Samuel San José', 'Paolo Castellini', 'Ayoze Díaz', 'Neru', 'Damià Abella', 'Pablo Pinillos', 'Walid Regragui', 'Javi Casquero', 'Sergio Matabuena', 'Vitolo', 'Antonio Tomás', 'Cristian Portilla', 'Rubén García', 'Chema Mato', 'Israel Bascón', 'Raúl Martín', 'Óscar Serrano', 'Stéphane Dalmat', 'Jonathan Valle', 'Álex García', 'Fernando Marqués', 'Wilfried Dalmat', 'Mauricio Pinilla', 'Antoñito', 'David Aganzo', 'Juanjo Expósito']"
2005,FC Málaga,"['Francesc Arnau', 'Iñaki Goitia', 'Manolo Reina', 'Litos', 'Fernando Sanz', 'César Navas', 'Alexis Ruano', 'Marc Torrejón', 'Jorge Ribeiro', 'Nacho', 'Vicente Valcarce', 'Gabriel', 'Gerardo', 'Jesús Gámez', 'Ricardo Bóvio', 'Anderson Silva', 'Juan Rodríguez', 'Antonio Hidalgo', 'Fernando Usero', 'Marcelo Romero', 'Abel Gómez', 'Manu Sánchez', 'Duda', 'Antonio López', 'Jorge Pina', 'Saúl', 'Diego Castro', 'Edgar', 'Salva Ballesta', 'Richard Morales', 'Pablo Couñago', 'Paco Esteban', 'Ador']"
2005,FC Cádiz,"['Armando Ribeiro', 'Alejandro Limia', 'Raúl Navas', 'José Julian De La Cuesta', 'Ramón de Quintana', 'Abraham Paz', 'Eduardo Berizzo', 'Raúl López', 'Mário Silva', 'Alejandro Varela', 'Marc Bertrán', 'Luciano Vella', 'Andrés Fleurquín', 'Roberto Suárez', 'Manolo Pérez', 'Fabián Estoyanoff', 'Fernando Morán', 'Benjamín', 'Iván Ania', 'Matías Pavoni', 'Juan José Bezares', 'Enrique Ortiz', 'Jonathan Sesma', 'Lucas Lobos', 'Alexander Medina', 'Nenad Mirosavljevic', 'Oli', 'Javi Acuña']"
2006,Real Madrid,"['Iker Casillas', 'Diego López', 'Kiko Casilla', 'Sergio Ramos', 'Fabio Cannavaro', 'Jonathan Woodgate', 'Iván Helguera', 'Raúl Bravo', 'Francisco Pavón', 'Álvaro Mejía', 'Sergio Alejandro', 'Roberto Carlos', 'Marcelo', 'Cicinho', 'Miguel Torres', 'Míchel Salgado', 'Óscar Miñambres', 'Mahamadou Diarra', 'Fernando Gago', 'Émerson', 'Javi García', 'Marcos Tébar', 'Guti', 'Rubén de la Red', 'Pedro Mosquera', 'Borja Valero', 'Adrián González', 'David Beckham', 'Júlio Baptista', 'Juan Mata', 'Robinho', 'Miguel Ángel Nieto', 'José Antonio Reyes', 'Raúl', 'Antonio Cassano', 'Ruud van Nistelrooy', 'Ronaldo', 'Gonzalo Higuaín', 'Álvaro Negredo']"
2006,FC Barcelona,"['Víctor Valdés', 'Albert Jorquera', 'Rubén Martínez', 'Carles Puyol', 'Rafa Márquez', 'Lilian Thuram', 'Oleguer', 'Jesús Olmo', 'Marc Valiente', 'Giovanni van Bronckhorst', 'Sylvinho', 'Gianluca Zambrotta', 'Juliano Belletti', 'Mark van Bommel', 'Thiago Motta', 'Edmílson', 'Marc Crosas', 'Xavi', 'Andrés Iniesta', 'Jordi Gómez', 'Lluis Sastre', 'Deco', 'Víctor Vázquez', 'Ronaldinho', 'Lionel Messi', 'Ludovic Giuly', 'Jeffrén', 'Javier Saviola', 'Giovani dos Santos', ""Samuel Eto'o"", 'Eidur Gudjohnsen', 'Santiago Ezquerro']"
2006,FC Valencia,"['Santiago Cañizares', 'Ludovic Butelle', 'Juan Luis Mora', 'Carlos Marchena', 'Raúl Albiol', 'Roberto Ayala', 'Emiliano Moretti', 'David Navarro', 'Cristian Castells', 'Asier del Horno', 'Miguel', 'Curro Torres', 'David Cerra', 'David Córcoles', 'Vicente Romero', 'David Albelda', 'Rubén Baraja', 'Edú Gaspar', 'Miguel Pallardó', 'Natxo Insa', 'David Silva', 'Hugo Viana', 'Vicente', 'Jaime Gavilán', 'Mario Regueiro', 'Joaquín', 'Jorge López', 'Aarón Ñíguez', 'Miguel Ángel Angulo', 'David Villa', 'Fernando Morientes', 'Francesco Tavano', 'Javi Guerra']"
2006,Atlético Madrid,"['Leo Franco', 'Iván Cuéllar', 'Ismael Falcón', 'Roberto', 'Eder Martínez', 'Luis Amaranto Perea', 'Pablo Ibáñez', 'Zé Castro', 'Fabiano Eller', 'Mario Suárez', 'Federico Azcárate', 'Antonio López', 'Mariano Pernía', 'Georgios Seitaridis', 'Juan Valera', 'Costinha', 'Peter Luccin', 'Maniche', 'Gabi', 'Pollo', 'Óscar Jiménez', 'José Manuel Jurado', 'Víctor Bravo', 'Maxi Rodríguez', 'Martin Petrov', 'Jacobo Ynclán', 'Luciano Galletti', 'Fernando Marqués', 'Miguel de las Cuevas', 'Fernando Torres', 'Sergio Agüero', 'Mista', 'Rufino Segovia', 'Roberto Batres']"
2006,FC Sevilla,"['Andrés Palop', 'David Cobeño', 'Javi Varas', 'Julien Escudé', 'Javi Navarro', 'Ivica Dragutinovic', 'Aitor Ocio', 'Federico Fazio', 'Adriano', 'Antonio Puerta', 'David Castedo', 'Dani Alves', 'Jesús Navas', 'Andreas Hinkel', 'Christian Poulsen', 'Josep Lluís Martí', 'Lolo', 'Renato', 'Enzo Maresca', 'Bruno Herrero', 'Duda', 'Jesuli', 'Alejandro Alfaro', 'Diego Capel', 'Fernando Sales', 'Frédéric Kanouté', 'Luís Fabiano', 'Aleksandr Kerzhakov', 'Javier Chevantón', 'Kepa Blanco']"
2006,Real Saragossa,"['César Sánchez', 'Miguel Martínez', 'Gabriel Milito', 'Gerard Piqué', 'Sergio Fernández', 'Chus Herrero', 'César Jiménez', 'Juanfran', 'Gustavo Nery', 'Agustín Aranzabal', 'Carlos Diogo', 'Carlos Cuartero', 'Alberto Zapater', 'Albert Celades', 'José María Movilla', 'Leonardo Ponzio', 'Antonio Longás', 'Eneko Fernández', 'Pablo Aimar', ""Andrés D'Alessandro"", 'Óscar González', 'Carmelo', 'Ángel Lafita', 'Diego Milito', 'Ewerthon', 'Sergio García']"
2006,FC Villarreal,"['Sebastián Viera', 'Mariano Barbosa', 'Juan Carlos', 'Gonzalo Rodríguez', 'Josemi', 'Juan Manuel Peña', 'Pascal Cygan', 'Quique Álvarez', 'Fabricio Fuentes', 'Oscar López', 'Rodolfo Arruabarrena', 'José Enrique', 'Carlos Alcántara', 'Javi Venta', 'Alessio Tacchinardi', 'Leandro Somoza', 'Marcos Senna', 'Josico', 'Bruno Soriano', 'Robert Pirès', 'Juan Román Riquelme', 'Cani', 'Matías Fernández', 'Marquitos', 'Diego Forlán', 'Nihat Kahveci', 'Jon Dahl Tomasson', 'José Mari', 'Guillermo Franco', 'Jonathan Pereira']"
2006,Deportivo La Coruna,"['Dudu Aouate', 'Gustavo Munúa', 'Fabri', 'Alberto Domínguez', 'Jorge Andrade', 'Fabricio Coloccini', 'Juanma Delgado', 'Rodri', 'Alberto Lopo', 'Adrián López', 'Joan Capdevila', 'Filipe Luís', 'Manuel Pablo', 'Álvaro Arbeloa', 'Antonio Barragán', 'Aldo Duscher', 'Julian de Guzmán', 'Juan Rodríguez', 'Sergio', 'Fabián Estoyanoff', 'Juan Carlos Valerón', 'Joan Verdú', 'Iago Iglesias', 'Cristian Hidalgo', 'Pablo Álvarez', 'Riki', 'Javier Arizmendi', 'Sebastián Taborda', 'Rodolfo Bodipo', 'Dani Bea', 'Adrián López', 'Rubén Rivera']"
2006,Real Betis Sevilla,"['Toni Doblas', 'Pedro Contreras', 'Casto', 'Juanito', 'Melli', 'Branko Ilic', 'Nano Rivas', 'Alejandro Lembo', 'Arzu', 'David Rivas', 'Enrique Romero', 'Fernando Vega', 'Damià Abella', 'Óscar López', 'Isidoro', 'José Manuel Cañamero', 'Johann Vogel', 'Miguel Ángel', 'Juande Prados', 'Marcos Assunção', 'Alberto Rivera', 'Benjamín', 'Juan Pablo Caffa', 'Capi', 'Fernando', 'Francisco Maldonado', 'Jorge Wagner', 'David Odonkor', 'Fabrice Pancrate', 'Xisco Muñoz', 'Edú', 'Rafael Sóbis', 'Robert', 'Dani']"
2006,CA Osasuna,"['Ricardo', 'Juantxo Elía', 'Jaime Penedo', 'Roberto Santamaría', 'Miguel Flaño', 'César Cruchaga', 'Carlos Cuéllar', 'Josetxo', 'Jon Echaide', 'Iñaki Astiz', 'Enrique Corrales', 'Nacho Monreal', 'Javier Flaño', 'Juanfran Torres', 'José Izquierdo', 'César Azpilicueta', 'Javad Nekounam', 'Patxi Puñal', 'Iñaki Muñoz', 'Oier Sanjurjo', 'David López', 'Héctor Font', 'Ion Erice', 'Juanlu', 'Óscar Vega', 'Ludovic Delporte', 'Valdo', 'Jokin Esparza', 'Raúl García', 'Roberto Soldado', 'Savo Milosevic', 'Pierre Webó', 'Bernardo Romeo', 'Kike Sola']"
2006,Espanyol Barcelona,"['Carlos Kameni', 'Biel Ribas', 'Gorka Iraizoz', 'Isaac Becerra', 'Sergio Sánchez', 'Dani Jarque', 'Marc Torrejón', 'Albert Serrán', 'David García', 'Pablo Zabaleta', 'Juan Velasco', 'Armando Sá', 'Mari Lacruz', 'Javi Chica', 'Eduardo Costa', 'Frédson', 'Moisés Hurtado', 'Luis García', 'Jônatas', 'Ito', 'Ángel Martínez', 'Marc Pedraza', 'Javi Márquez', 'Albert Riera', 'Iván de la Peña', 'Moha', 'Julián López', 'Miguel Palanca', 'César Peixoto', 'Francisco Rufete', 'Raúl Tamudo', 'Walter Pandiani', 'Jonathan Soriano', 'Ferrán Corominas']"
2006,RCD Mallorca,"['Miguel Ángel Moyá', 'Toni Prats', 'Juanjo', 'Iván Ramis', 'José Nunes', 'Sergio Ballesteros', 'Fernando Navarro', 'Javier Dorado', 'Héctor Berenguel', 'Fernando Varela', 'Angelos Basinas', 'Guillermo Pereyra', 'Jordi López', 'Juan Arango', 'Jonás Gutiérrez', 'Ariel Ibagaza', 'Leonardo Pisculichi', 'Óscar Trejo', 'Boško Janković', 'Daniel Komé', 'Tuni', 'Diego Tristán', 'Maxi López', 'Víctor Casadesús']"
